license_no,restaurant_name,cuisine,area,emirate,inspection_count_2023_2026,violation_count_2023_2026,major_violation_count,repeat_offender_flag,closure_events,ever_closed_flag,dm_star_rating,last_inspection_date
DM-102297,Restaurant 2297,Italian,Downtown,Dubai,3,3,1,0,0,0,3,21-03-2023
DM-102298,Restaurant 2298,Arabic,Marina,Dubai,5,10,2,0,1,1,1,18-01-2025
DM-102299,Restaurant 2299,Indian,Marina,Dubai,1,2,0,0,1,1,5,26-05-2023
DM-102300,Restaurant 2300,Filipino,Bur Dubai,Dubai,3,5,2,0,0,0,3,01-02-2026
DM-102301,Restaurant 2301,Filipino,Business Bay,Dubai,9,7,1,0,0,0,1,08-01-2026
DM-102302,Restaurant 2302,Mexican,DIFC,Dubai,5,3,3,1,0,0,5,30-04-2025
DM-102303,Restaurant 2303,Italian,JLT,Dubai,10,10,8,0,0,0,3,27-06-2024
DM-102304,Restaurant 2304,Chinese,Silicon Oasis,Dubai,10,5,1,1,0,0,5,21-05-2024
DM-102305,Restaurant 2305,Italian,Al Barsha,Dubai,2,10,7,0,0,0,1,28-03-2023
DM-102306,Restaurant 2306,Japanese,Bur Dubai,Dubai,5,3,2,1,2,1,4,18-03-2023
DM-102307,Restaurant 2307,Filipino,DIFC,Dubai,8,3,1,1,2,1,2,19-08-2025
DM-102308,Restaurant 2308,Filipino,Silicon Oasis,Dubai,4,0,0,0,1,1,4,23-04-2025
DM-102309,Restaurant 2309,Mexican,Deira,Dubai,1,11,11,0,0,0,1,11-05-2025
DM-102310,Restaurant 2310,Chinese,DIFC,Dubai,10,9,6,0,1,1,5,05-02-2024
DM-102311,Restaurant 2311,Chinese,Deira,Dubai,4,15,6,0,0,0,3,12-05-2024
DM-102312,Restaurant 2312,Thai,DIFC,Dubai,3,8,0,0,0,0,5,06-07-2023
DM-102313,Restaurant 2313,Mexican,Jumeirah,Dubai,8,0,0,0,0,0,4,13-11-2025
DM-102314,Restaurant 2314,Lebanese,Bur Dubai,Dubai,10,10,6,1,1,1,2,26-11-2025
DM-102315,Restaurant 2315,Arabic,Deira,Dubai,5,5,4,0,0,0,1,17-07-2024
DM-102316,Restaurant 2316,Arabic,DIFC,Dubai,8,1,0,0,1,1,5,26-07-2023
DM-102317,Restaurant 2317,Lebanese,Al Barsha,Dubai,3,10,3,0,0,0,5,28-06-2023
DM-102318,Restaurant 2318,Turkish,Silicon Oasis,Dubai,5,12,4,0,0,0,1,10-05-2025
DM-102319,Restaurant 2319,Japanese,JLT,Dubai,1,9,6,0,1,1,1,28-09-2023
DM-102320,Restaurant 2320,Chinese,Al Barsha,Dubai,1,15,5,0,1,1,5,19-12-2024
DM-102321,Restaurant 2321,Lebanese,JLT,Dubai,3,4,2,0,0,0,3,10-03-2023
DM-102322,Restaurant 2322,French,Bur Dubai,Dubai,7,5,0,1,0,0,4,09-12-2025
DM-102323,Restaurant 2323,Arabic,Al Barsha,Dubai,9,15,2,0,1,1,3,15-01-2023
DM-102324,Restaurant 2324,French,Bur Dubai,Dubai,4,14,2,1,0,0,1,04-01-2024
DM-102325,Restaurant 2325,Japanese,Jumeirah,Dubai,6,6,0,0,0,0,3,06-12-2025
DM-102326,Restaurant 2326,Filipino,Deira,Dubai,6,8,8,0,1,1,5,26-02-2023
DM-102327,Restaurant 2327,Lebanese,DIFC,Dubai,7,14,7,1,0,0,4,25-11-2024
DM-102328,Restaurant 2328,Japanese,Jumeirah,Dubai,7,4,3,0,1,1,5,11-06-2023
DM-102329,Restaurant 2329,Turkish,Al Barsha,Dubai,6,2,2,0,0,0,3,06-06-2023
DM-102330,Restaurant 2330,Korean,Bur Dubai,Dubai,8,7,5,1,1,1,3,08-06-2024
DM-102331,Restaurant 2331,Thai,Bur Dubai,Dubai,2,13,13,0,1,1,3,31-03-2023
DM-102332,Restaurant 2332,Persian,Business Bay,Dubai,5,8,6,1,2,1,2,07-12-2025
DM-102333,Restaurant 2333,American,JLT,Dubai,1,12,4,0,1,1,5,08-06-2024
DM-102334,Restaurant 2334,Arabic,Marina,Dubai,6,15,6,1,0,0,4,28-01-2023
DM-102335,Restaurant 2335,Mexican,Al Barsha,Dubai,5,7,1,1,0,0,5,18-07-2023
DM-102336,Restaurant 2336,Indian,Bur Dubai,Dubai,10,0,0,1,0,0,4,09-10-2023
DM-102337,Restaurant 2337,French,Silicon Oasis,Dubai,7,5,0,0,0,0,2,18-02-2026
DM-102338,Restaurant 2338,Turkish,JLT,Dubai,6,10,2,0,0,0,1,29-11-2023
DM-102339,Restaurant 2339,Persian,Bur Dubai,Dubai,2,0,0,0,1,1,4,21-12-2025
DM-102340,Restaurant 2340,Italian,Jumeirah,Dubai,9,12,7,1,1,1,4,16-06-2025
DM-102341,Restaurant 2341,Indian,DIFC,Dubai,5,13,2,1,1,1,1,18-10-2025
DM-102342,Restaurant 2342,American,Marina,Dubai,1,1,0,0,0,0,1,29-03-2023
DM-102343,Restaurant 2343,Japanese,Bur Dubai,Dubai,4,15,5,1,1,1,5,25-01-2024
DM-102344,Restaurant 2344,Persian,Deira,Dubai,2,6,0,0,0,0,1,20-02-2025
DM-102345,Restaurant 2345,Italian,Bur Dubai,Dubai,10,14,3,1,0,0,3,25-02-2025
DM-102346,Restaurant 2346,French,Business Bay,Dubai,9,13,8,0,0,0,5,22-12-2025
DM-102347,Restaurant 2347,Turkish,Downtown,Dubai,4,5,2,1,1,1,5,09-06-2023
DM-102348,Restaurant 2348,Lebanese,DIFC,Dubai,6,15,3,1,1,1,1,05-10-2025
DM-102349,Restaurant 2349,Filipino,Business Bay,Dubai,10,8,5,1,2,1,3,12-05-2024
DM-102350,Restaurant 2350,Pakistani,Al Barsha,Dubai,8,6,3,1,1,1,5,05-12-2024
DM-102351,Restaurant 2351,Thai,Downtown,Dubai,5,4,4,0,1,1,4,08-06-2023
DM-102352,Restaurant 2352,Indian,JLT,Dubai,8,10,7,1,2,1,1,26-01-2024
DM-102353,Restaurant 2353,Italian,Silicon Oasis,Dubai,5,14,6,1,0,0,2,16-03-2023
DM-102354,Restaurant 2354,Filipino,DIFC,Dubai,5,4,0,1,2,1,3,31-08-2024
DM-102355,Restaurant 2355,Mexican,Deira,Dubai,2,6,6,0,1,1,2,27-07-2023
DM-102356,Restaurant 2356,Chinese,Silicon Oasis,Dubai,9,10,7,0,1,1,4,25-08-2024
DM-102357,Restaurant 2357,American,Business Bay,Dubai,11,12,11,0,1,1,3,19-02-2023
DM-102358,Restaurant 2358,Korean,JLT,Dubai,9,2,1,1,1,1,4,13-08-2023
DM-102359,Restaurant 2359,Mexican,Downtown,Dubai,1,5,4,0,0,0,1,17-01-2024
DM-102360,Restaurant 2360,Arabic,DIFC,Dubai,9,4,4,1,2,1,1,31-05-2023
DM-102361,Restaurant 2361,Persian,Downtown,Dubai,4,12,10,1,2,1,4,29-09-2023
DM-102362,Restaurant 2362,French,DIFC,Dubai,4,12,3,0,1,1,4,28-01-2025
DM-102363,Restaurant 2363,Chinese,Jumeirah,Dubai,7,8,6,0,1,1,3,24-02-2026
DM-102364,Restaurant 2364,Korean,Al Barsha,Dubai,12,6,1,1,0,0,5,04-12-2025
DM-102365,Restaurant 2365,Filipino,JLT,Dubai,3,14,9,0,0,0,5,01-10-2024
DM-102366,Restaurant 2366,Arabic,Silicon Oasis,Dubai,12,4,0,0,0,0,4,09-04-2024
DM-102367,Restaurant 2367,Italian,Downtown,Dubai,6,5,5,1,0,0,1,28-03-2023
DM-102368,Restaurant 2368,Korean,Jumeirah,Dubai,1,12,11,0,0,0,3,29-07-2023
DM-102369,Restaurant 2369,Japanese,Bur Dubai,Dubai,7,0,0,0,0,0,3,01-05-2024
DM-102370,Restaurant 2370,Chinese,DIFC,Dubai,6,9,4,1,2,1,1,30-03-2023
DM-102371,Restaurant 2371,Pakistani,DIFC,Dubai,12,2,2,1,0,0,1,22-01-2026
DM-102372,Restaurant 2372,Japanese,JLT,Dubai,3,10,7,0,0,0,5,14-04-2025
DM-102373,Restaurant 2373,Chinese,Jumeirah,Dubai,6,7,4,0,0,0,5,20-12-2025
DM-102374,Restaurant 2374,Mexican,Jumeirah,Dubai,2,9,5,0,0,0,4,12-01-2026
DM-102375,Restaurant 2375,Turkish,Al Barsha,Dubai,11,0,0,0,0,0,5,12-04-2025
DM-102376,Restaurant 2376,Lebanese,DIFC,Dubai,12,11,5,1,0,0,3,26-09-2025
DM-102377,Restaurant 2377,Thai,Marina,Dubai,1,5,4,0,1,1,3,03-01-2024
DM-102378,Restaurant 2378,Korean,Downtown,Dubai,9,10,6,1,0,0,4,18-02-2024
DM-102379,Restaurant 2379,Korean,Business Bay,Dubai,4,13,2,0,1,1,4,21-08-2023
DM-102380,Restaurant 2380,Thai,Al Barsha,Dubai,7,8,4,1,1,1,1,26-10-2023
DM-102381,Restaurant 2381,Lebanese,Deira,Dubai,3,5,0,0,1,1,3,28-06-2025
DM-102382,Restaurant 2382,Pakistani,Downtown,Dubai,11,9,6,1,1,1,5,26-02-2024
DM-102383,Restaurant 2383,Japanese,Deira,Dubai,4,12,6,0,1,1,2,26-10-2025
DM-102384,Restaurant 2384,Pakistani,Deira,Dubai,8,12,9,0,0,0,1,01-04-2024
DM-102385,Restaurant 2385,French,Business Bay,Dubai,5,15,1,0,0,0,3,23-03-2024
DM-102386,Restaurant 2386,American,Business Bay,Dubai,7,12,7,1,1,1,3,01-11-2025
DM-102387,Restaurant 2387,Persian,Downtown,Dubai,12,10,6,1,1,1,4,07-02-2025
DM-102388,Restaurant 2388,French,Marina,Dubai,2,11,3,0,1,1,5,26-05-2024
DM-102389,Restaurant 2389,French,Bur Dubai,Dubai,9,4,3,0,0,0,3,06-04-2024
DM-102390,Restaurant 2390,Turkish,Jumeirah,Dubai,5,7,3,1,0,0,3,21-01-2026
DM-102391,Restaurant 2391,Arabic,DIFC,Dubai,12,10,9,1,1,1,2,01-04-2023
DM-102392,Restaurant 2392,Arabic,Jumeirah,Dubai,7,2,2,0,1,1,2,06-01-2023
DM-102393,Restaurant 2393,Japanese,Jumeirah,Dubai,12,8,0,1,1,1,2,09-10-2024
DM-102394,Restaurant 2394,Turkish,Silicon Oasis,Dubai,9,6,5,1,2,1,3,18-10-2023
DM-102395,Restaurant 2395,Filipino,Downtown,Dubai,6,8,3,1,1,1,3,12-01-2025
DM-102396,Restaurant 2396,American,Al Barsha,Dubai,9,5,2,1,2,1,3,20-04-2023
DM-102397,Restaurant 2397,Persian,Jumeirah,Dubai,3,12,5,0,1,1,4,01-07-2024
DM-102398,Restaurant 2398,American,Silicon Oasis,Dubai,8,5,1,0,1,1,2,06-04-2025
DM-102399,Restaurant 2399,Indian,Bur Dubai,Dubai,6,10,5,1,1,1,2,09-10-2024
DM-102400,Restaurant 2400,Arabic,Marina,Dubai,1,12,5,0,0,0,1,03-10-2025
DM-102401,Restaurant 2401,Lebanese,Marina,Dubai,3,2,0,0,1,1,1,03-03-2023
DM-102402,Restaurant 2402,Arabic,Bur Dubai,Dubai,1,12,9,0,1,1,3,27-07-2023
DM-102403,Restaurant 2403,Korean,JLT,Dubai,3,1,0,0,0,0,5,04-12-2025
DM-102404,Restaurant 2404,Lebanese,DIFC,Dubai,5,9,5,1,0,0,2,14-12-2025
DM-102405,Restaurant 2405,Filipino,Business Bay,Dubai,5,10,8,0,1,1,5,11-03-2023
DM-102406,Restaurant 2406,Filipino,Business Bay,Dubai,11,1,1,1,1,1,3,04-03-2023
DM-102407,Restaurant 2407,Persian,Bur Dubai,Dubai,4,12,4,1,0,0,2,17-05-2024
DM-102408,Restaurant 2408,Mexican,Downtown,Dubai,6,9,9,1,1,1,3,13-01-2024
DM-102409,Restaurant 2409,Mexican,Al Barsha,Dubai,4,13,5,1,0,0,2,13-04-2023
DM-102410,Restaurant 2410,Japanese,Downtown,Dubai,11,4,1,0,0,0,2,03-01-2025
DM-102411,Restaurant 2411,Mexican,Deira,Dubai,1,1,0,0,0,0,1,05-04-2025
DM-102412,Restaurant 2412,Turkish,JLT,Dubai,5,6,5,0,0,0,4,18-02-2026
DM-102413,Restaurant 2413,Filipino,Business Bay,Dubai,4,9,3,1,2,1,1,13-12-2025
DM-102414,Restaurant 2414,Thai,Deira,Dubai,11,5,1,0,0,0,2,08-10-2024
DM-102415,Restaurant 2415,Filipino,Bur Dubai,Dubai,9,4,2,0,1,1,3,07-02-2024
DM-102416,Restaurant 2416,Filipino,JLT,Dubai,11,1,0,1,0,0,3,30-04-2024
DM-102417,Restaurant 2417,American,JLT,Dubai,6,12,5,1,0,0,2,19-07-2023
DM-102418,Restaurant 2418,Arabic,Deira,Dubai,1,12,12,0,1,1,3,21-02-2026
DM-102419,Restaurant 2419,Pakistani,DIFC,Dubai,10,6,5,0,1,1,5,26-09-2023
DM-102420,Restaurant 2420,American,Al Barsha,Dubai,6,10,8,1,2,1,4,25-03-2025
DM-102421,Restaurant 2421,French,Business Bay,Dubai,2,10,0,0,0,0,1,28-12-2024
DM-102422,Restaurant 2422,Japanese,Bur Dubai,Dubai,5,10,10,1,1,1,2,18-10-2024
DM-102423,Restaurant 2423,Filipino,Deira,Dubai,5,3,0,0,1,1,5,05-07-2025
DM-102424,Restaurant 2424,Chinese,DIFC,Dubai,6,9,6,1,1,1,3,28-11-2024
DM-102425,Restaurant 2425,Indian,Bur Dubai,Dubai,4,0,0,0,1,1,2,22-06-2024
DM-102426,Restaurant 2426,Italian,Downtown,Dubai,4,12,9,1,0,0,3,14-04-2024
DM-102427,Restaurant 2427,Italian,Silicon Oasis,Dubai,2,6,4,0,0,0,4,13-04-2024
DM-102428,Restaurant 2428,Lebanese,Bur Dubai,Dubai,3,3,2,0,1,1,1,16-05-2023
DM-102429,Restaurant 2429,Italian,DIFC,Dubai,3,1,0,0,1,1,3,09-02-2023
DM-102430,Restaurant 2430,Pakistani,Silicon Oasis,Dubai,10,15,3,0,0,0,4,27-05-2024
DM-102431,Restaurant 2431,Chinese,Business Bay,Dubai,7,4,0,1,0,0,4,23-10-2025
DM-102432,Restaurant 2432,Indian,Deira,Dubai,12,0,0,0,0,0,4,16-02-2024
DM-102433,Restaurant 2433,American,Jumeirah,Dubai,10,7,4,1,0,0,4,09-09-2025
DM-102434,Restaurant 2434,Persian,Bur Dubai,Dubai,10,13,13,0,1,1,2,18-10-2025
DM-102435,Restaurant 2435,Indian,DIFC,Dubai,10,8,4,1,1,1,4,05-09-2024
DM-102436,Restaurant 2436,Japanese,Downtown,Dubai,4,2,1,0,0,0,5,13-03-2024
DM-102437,Restaurant 2437,Filipino,Silicon Oasis,Dubai,5,1,0,0,0,0,5,26-12-2024
DM-102438,Restaurant 2438,Italian,Deira,Dubai,5,8,7,0,0,0,1,27-03-2023
DM-102439,Restaurant 2439,Filipino,Bur Dubai,Dubai,3,15,11,0,1,1,3,01-03-2024
DM-102440,Restaurant 2440,Persian,Business Bay,Dubai,7,4,0,0,0,0,4,05-06-2023
DM-102441,Restaurant 2441,Mexican,Bur Dubai,Dubai,10,7,7,1,1,1,3,20-06-2023
DM-102442,Restaurant 2442,Filipino,Jumeirah,Dubai,2,9,7,0,0,0,2,25-09-2025
DM-102443,Restaurant 2443,Chinese,JLT,Dubai,9,2,0,1,1,1,3,08-02-2026
DM-102444,Restaurant 2444,Korean,Downtown,Dubai,4,13,9,1,2,1,4,12-03-2023
DM-102445,Restaurant 2445,French,Downtown,Dubai,7,15,8,0,1,1,4,27-01-2024
DM-102446,Restaurant 2446,Persian,Bur Dubai,Dubai,3,8,3,0,0,0,4,04-05-2025
DM-102447,Restaurant 2447,Filipino,Marina,Dubai,11,8,0,0,1,1,4,02-04-2023
DM-102448,Restaurant 2448,Filipino,Marina,Dubai,2,4,2,0,1,1,5,29-11-2025
DM-102449,Restaurant 2449,Chinese,Jumeirah,Dubai,10,5,2,0,1,1,3,30-09-2025
DM-102450,Restaurant 2450,Persian,DIFC,Dubai,5,3,2,1,1,1,3,12-04-2023
DM-102451,Restaurant 2451,Korean,DIFC,Dubai,3,0,0,0,1,1,5,21-03-2025
DM-102452,Restaurant 2452,Arabic,DIFC,Dubai,3,7,4,0,0,0,1,12-09-2023
DM-102453,Restaurant 2453,Persian,Marina,Dubai,12,12,9,0,0,0,3,17-09-2024
DM-102454,Restaurant 2454,American,Al Barsha,Dubai,3,11,9,0,1,1,2,20-10-2023
DM-102455,Restaurant 2455,Chinese,Downtown,Dubai,8,12,10,0,0,0,2,21-12-2023
DM-102456,Restaurant 2456,Pakistani,Bur Dubai,Dubai,9,7,3,0,1,1,5,27-01-2026
DM-102457,Restaurant 2457,Chinese,Silicon Oasis,Dubai,10,8,1,0,1,1,5,08-11-2024
DM-102458,Restaurant 2458,Thai,Downtown,Dubai,10,14,5,0,0,0,4,20-03-2025
DM-102459,Restaurant 2459,Thai,DIFC,Dubai,12,9,6,0,1,1,2,14-10-2025
DM-102460,Restaurant 2460,Pakistani,Business Bay,Dubai,9,4,2,1,1,1,4,28-05-2024
DM-102461,Restaurant 2461,Indian,Marina,Dubai,7,11,10,0,1,1,5,09-02-2024
DM-102462,Restaurant 2462,Filipino,Downtown,Dubai,9,0,0,1,2,1,2,21-09-2024
DM-102463,Restaurant 2463,Thai,JLT,Dubai,3,6,5,0,0,0,3,12-07-2023
DM-102464,Restaurant 2464,Filipino,JLT,Dubai,2,15,12,0,1,1,2,17-09-2023
DM-102465,Restaurant 2465,Thai,Bur Dubai,Dubai,2,3,1,0,1,1,2,02-12-2025
DM-102466,Restaurant 2466,Arabic,DIFC,Dubai,5,15,5,0,0,0,1,06-01-2025
DM-102467,Restaurant 2467,Chinese,Marina,Dubai,3,7,3,0,0,0,3,10-09-2023
DM-102468,Restaurant 2468,Pakistani,Jumeirah,Dubai,1,9,2,0,1,1,5,20-02-2023
DM-102469,Restaurant 2469,Pakistani,Bur Dubai,Dubai,4,10,8,0,1,1,3,25-09-2025
DM-102470,Restaurant 2470,Turkish,Business Bay,Dubai,9,15,11,0,0,0,2,30-09-2023
DM-102471,Restaurant 2471,American,Downtown,Dubai,12,5,0,1,1,1,2,03-02-2026
DM-102472,Restaurant 2472,Pakistani,Bur Dubai,Dubai,9,9,9,0,0,0,3,05-03-2024
DM-102473,Restaurant 2473,Pakistani,Marina,Dubai,8,3,2,0,1,1,4,09-12-2025
DM-102474,Restaurant 2474,Mexican,Al Barsha,Dubai,6,5,5,0,0,0,5,09-02-2024
DM-102475,Restaurant 2475,Pakistani,Silicon Oasis,Dubai,3,10,2,0,0,0,5,20-02-2024
DM-102476,Restaurant 2476,Chinese,Deira,Dubai,3,14,0,0,1,1,3,12-07-2024
DM-102477,Restaurant 2477,Lebanese,Al Barsha,Dubai,7,12,4,1,2,1,4,01-05-2025
DM-102478,Restaurant 2478,Turkish,Deira,Dubai,4,2,2,1,0,0,1,27-04-2023
DM-102479,Restaurant 2479,Arabic,Al Barsha,Dubai,11,9,3,0,0,0,3,27-08-2024
DM-102480,Restaurant 2480,Arabic,Al Barsha,Dubai,7,13,13,1,1,1,5,12-05-2025
DM-102481,Restaurant 2481,Lebanese,Downtown,Dubai,7,6,3,0,1,1,2,04-07-2024
DM-102482,Restaurant 2482,Lebanese,Bur Dubai,Dubai,7,14,7,0,0,0,5,16-07-2025
DM-102483,Restaurant 2483,Japanese,DIFC,Dubai,3,8,6,0,1,1,5,29-08-2025
DM-102484,Restaurant 2484,Arabic,Al Barsha,Dubai,8,1,1,0,0,0,4,17-10-2025
DM-102485,Restaurant 2485,Persian,JLT,Dubai,10,3,2,0,1,1,2,21-01-2026
DM-102486,Restaurant 2486,American,Marina,Dubai,12,2,1,0,1,1,3,28-11-2024
DM-102487,Restaurant 2487,Korean,Al Barsha,Dubai,7,3,3,1,1,1,1,04-11-2025
DM-102488,Restaurant 2488,Mexican,Bur Dubai,Dubai,1,11,4,0,1,1,5,18-10-2023
DM-102489,Restaurant 2489,Mexican,DIFC,Dubai,10,15,9,1,0,0,2,27-11-2024
DM-102490,Restaurant 2490,Japanese,Marina,Dubai,10,0,0,0,1,1,1,08-03-2024
DM-102491,Restaurant 2491,Turkish,Business Bay,Dubai,8,15,5,1,2,1,1,09-01-2023
DM-102492,Restaurant 2492,Italian,Deira,Dubai,8,8,2,1,0,0,1,28-04-2025
DM-102493,Restaurant 2493,Pakistani,Deira,Dubai,7,1,0,0,1,1,3,28-12-2023
DM-102494,Restaurant 2494,American,Jumeirah,Dubai,1,11,6,0,0,0,1,02-11-2023
DM-102495,Restaurant 2495,Mexican,DIFC,Dubai,8,11,10,1,0,0,3,15-09-2023
DM-102496,Restaurant 2496,Persian,DIFC,Dubai,6,13,1,0,1,1,1,07-02-2025
DM-102497,Restaurant 2497,Turkish,Bur Dubai,Dubai,9,13,2,0,0,0,2,01-02-2025
DM-102498,Restaurant 2498,Italian,Al Barsha,Dubai,6,7,0,0,1,1,2,19-12-2023
DM-102499,Restaurant 2499,Chinese,Silicon Oasis,Dubai,3,11,8,0,0,0,3,07-06-2024
DM-102500,Restaurant 2500,Lebanese,Business Bay,Dubai,3,2,0,0,0,0,5,03-05-2024
DM-102501,Restaurant 2501,Indian,Marina,Dubai,2,1,1,0,1,1,3,18-07-2024
DM-102502,Restaurant 2502,American,Downtown,Dubai,7,2,2,0,1,1,5,29-08-2023
DM-102503,Restaurant 2503,Mexican,Jumeirah,Dubai,10,6,6,1,0,0,3,02-01-2025
DM-102504,Restaurant 2504,Mexican,Jumeirah,Dubai,6,5,3,0,1,1,5,18-03-2025
DM-102505,Restaurant 2505,Mexican,Bur Dubai,Dubai,11,6,1,1,2,1,4,04-01-2026
DM-102506,Restaurant 2506,Chinese,Al Barsha,Dubai,3,4,1,0,0,0,1,27-08-2023
DM-102507,Restaurant 2507,Indian,Deira,Dubai,4,10,1,0,0,0,4,21-01-2025
DM-102508,Restaurant 2508,Mexican,Marina,Dubai,11,6,0,0,1,1,4,27-07-2025
DM-102509,Restaurant 2509,Japanese,Downtown,Dubai,1,4,1,0,1,1,4,09-04-2023
DM-102510,Restaurant 2510,Korean,Jumeirah,Dubai,8,3,3,0,1,1,4,15-07-2025
DM-102511,Restaurant 2511,French,Business Bay,Dubai,10,4,3,1,0,0,4,24-12-2025
DM-102512,Restaurant 2512,Indian,Bur Dubai,Dubai,5,11,0,1,2,1,3,07-01-2024
DM-102513,Restaurant 2513,Turkish,DIFC,Dubai,10,4,3,0,1,1,2,18-08-2025
DM-102514,Restaurant 2514,Chinese,Marina,Dubai,5,4,0,0,1,1,3,17-02-2023
DM-102515,Restaurant 2515,Mexican,DIFC,Dubai,12,3,1,1,0,0,1,28-07-2024
DM-102516,Restaurant 2516,Thai,Silicon Oasis,Dubai,12,4,0,0,0,0,3,16-03-2025
DM-102517,Restaurant 2517,Arabic,Deira,Dubai,12,10,9,0,1,1,4,27-09-2024
DM-102518,Restaurant 2518,Mexican,Business Bay,Dubai,6,5,3,0,0,0,5,07-10-2024
DM-102519,Restaurant 2519,Korean,Bur Dubai,Dubai,5,11,8,1,1,1,5,22-12-2024
DM-102520,Restaurant 2520,Persian,Al Barsha,Dubai,8,12,2,0,0,0,5,19-01-2025
DM-102521,Restaurant 2521,Chinese,Business Bay,Dubai,6,5,4,0,0,0,5,28-09-2025
DM-102522,Restaurant 2522,Arabic,Bur Dubai,Dubai,7,3,1,1,2,1,3,28-07-2023
DM-102523,Restaurant 2523,Lebanese,Business Bay,Dubai,12,14,7,0,1,1,2,01-08-2023
DM-102524,Restaurant 2524,Thai,JLT,Dubai,6,5,4,0,1,1,5,13-12-2025
DM-102525,Restaurant 2525,Pakistani,DIFC,Dubai,12,8,4,0,0,0,4,25-11-2023
DM-102526,Restaurant 2526,Filipino,Marina,Dubai,1,8,5,0,1,1,3,04-02-2024
DM-102527,Restaurant 2527,American,Al Barsha,Dubai,9,7,0,0,1,1,3,01-03-2025
DM-102528,Restaurant 2528,Italian,Al Barsha,Dubai,2,0,0,0,0,0,4,04-03-2023
DM-102529,Restaurant 2529,Turkish,Deira,Dubai,2,8,2,0,0,0,1,31-12-2025
DM-102530,Restaurant 2530,Chinese,Bur Dubai,Dubai,9,4,2,1,0,0,5,14-02-2025
DM-102531,Restaurant 2531,Mexican,Al Barsha,Dubai,3,13,4,0,1,1,2,15-09-2023
DM-102532,Restaurant 2532,Italian,Marina,Dubai,1,7,7,0,1,1,2,09-09-2025
DM-102533,Restaurant 2533,Pakistani,DIFC,Dubai,10,6,1,0,1,1,3,16-04-2024
DM-102534,Restaurant 2534,Mexican,Downtown,Dubai,8,10,8,1,0,0,3,10-11-2025
DM-102535,Restaurant 2535,Persian,Downtown,Dubai,2,9,6,0,0,0,2,12-09-2023
DM-102536,Restaurant 2536,Thai,Business Bay,Dubai,8,10,1,1,1,1,1,27-02-2026
DM-102537,Restaurant 2537,American,JLT,Dubai,3,12,11,0,1,1,3,01-03-2025
DM-102538,Restaurant 2538,French,Deira,Dubai,2,15,3,0,0,0,5,15-11-2025
DM-102539,Restaurant 2539,American,Jumeirah,Dubai,8,2,1,0,0,0,4,11-04-2024
DM-102540,Restaurant 2540,Italian,Downtown,Dubai,6,0,0,0,0,0,1,20-08-2025
DM-102541,Restaurant 2541,Japanese,Deira,Dubai,5,7,6,1,1,1,3,10-02-2026
DM-102542,Restaurant 2542,Persian,Silicon Oasis,Dubai,8,8,7,1,0,0,3,22-01-2025
DM-102543,Restaurant 2543,Thai,Silicon Oasis,Dubai,3,8,0,0,1,1,4,26-06-2023
DM-102544,Restaurant 2544,Italian,Al Barsha,Dubai,3,8,4,0,1,1,4,13-07-2024
DM-102545,Restaurant 2545,Korean,Silicon Oasis,Dubai,1,8,1,0,0,0,1,08-12-2023
DM-102546,Restaurant 2546,Pakistani,Jumeirah,Dubai,6,13,5,1,1,1,5,02-05-2024
DM-102547,Restaurant 2547,Turkish,DIFC,Dubai,5,0,0,0,0,0,2,25-09-2023
DM-102548,Restaurant 2548,Korean,Al Barsha,Dubai,6,5,5,0,0,0,4,08-07-2024
DM-102549,Restaurant 2549,Lebanese,Deira,Dubai,3,7,5,0,1,1,3,19-05-2023
DM-102550,Restaurant 2550,Lebanese,Silicon Oasis,Dubai,4,3,3,0,0,0,1,15-06-2025
DM-102551,Restaurant 2551,Persian,Silicon Oasis,Dubai,8,14,10,1,1,1,1,15-08-2025
DM-102552,Restaurant 2552,Italian,DIFC,Dubai,4,12,4,1,2,1,4,10-04-2023
DM-102553,Restaurant 2553,Chinese,DIFC,Dubai,2,0,0,0,1,1,5,01-06-2025
DM-102554,Restaurant 2554,Pakistani,Marina,Dubai,10,13,10,1,1,1,4,26-08-2024
DM-102555,Restaurant 2555,American,Silicon Oasis,Dubai,8,6,6,1,2,1,5,27-11-2024
DM-102556,Restaurant 2556,Indian,Deira,Dubai,8,15,9,0,0,0,1,10-06-2024
DM-102557,Restaurant 2557,Pakistani,Jumeirah,Dubai,5,8,8,0,1,1,4,03-12-2023
DM-102558,Restaurant 2558,American,Bur Dubai,Dubai,11,12,5,0,0,0,5,13-10-2025
DM-102559,Restaurant 2559,Turkish,Jumeirah,Dubai,8,1,0,0,0,0,3,31-10-2025
DM-102560,Restaurant 2560,Thai,JLT,Dubai,2,13,6,0,0,0,1,15-02-2025
DM-102561,Restaurant 2561,Japanese,Marina,Dubai,1,5,5,0,1,1,3,27-02-2024
DM-102562,Restaurant 2562,Mexican,Downtown,Dubai,6,7,3,1,1,1,2,10-08-2025
DM-102563,Restaurant 2563,Turkish,Bur Dubai,Dubai,4,3,3,0,0,0,3,07-02-2023
DM-102564,Restaurant 2564,Japanese,Deira,Dubai,12,2,0,0,0,0,4,02-03-2025
DM-102565,Restaurant 2565,Chinese,DIFC,Dubai,4,8,8,1,1,1,5,20-01-2024
DM-102566,Restaurant 2566,Thai,Marina,Dubai,4,13,1,1,2,1,4,15-01-2024
